Day,station,day,speed,direction,gust,avgvect,gustvect
216,SWPAC,217,1.207008,143,4.291583999999999,"(-0.964, 0.726)","(-3.427, 2.583)"
217,SWPAC,218,1.519936,189,5.096256,"(-1.501, -0.238)","(-5.034, -0.797)"
218,SWPAC,219,1.609344,176,5.319776,"(-1.605, 0.112)","(-5.307, 0.371)"
219,SWPAC,220,1.6987519999999998,202,9.298432,"(-1.575, -0.636)","(-8.621, -3.483)"
220,SWPAC,221,1.296416,345,8.314944,"(1.252, -0.336)","(8.032, -2.152)"
221,SWPAC,222,0.983488,342,5.096256,"(0.935, -0.304)","(4.847, -1.575)"
222,SWPAC,223,0.983488,339,5.319776,"(0.918, -0.352)","(4.966, -1.906)"
223,SWPAC,224,0.89408,44,5.9009279999999995,"(0.643, 0.621)","(4.245, 4.099)"
224,SWPAC,225,1.296416,136,5.588,"(-0.933, 0.901)","(-4.02, 3.882)"
225,SWPAC,226,1.922272,279,6.7056,"(0.301, -1.899)","(1.049, -6.623)"
226,SWPAC,227,1.609344,341,6.079744,"(1.522, -0.524)","(5.749, -1.979)"
227,SWPAC,228,0.89408,36,6.884416,"(0.723, 0.526)","(5.57, 4.047)"
228,SWPAC,229,0.804672,16,5.588,"(0.774, 0.222)","(5.372, 1.54)"
229,SWPAC,230,0.804672,41,5.096256,"(0.607, 0.528)","(3.846, 3.343)"
230,SWPAC,231,0.89408,148,4.515104,"(-0.758, 0.474)","(-3.829, 2.393)"
231,SWPAC,232,1.296416,186,5.588,"(-1.289, -0.136)","(-5.557, -0.584)"
232,SWPAC,233,1.609344,299,7.197344,"(0.78, -1.408)","(3.489, -6.295)"
233,SWPAC,234,1.1176,342,7.197344,"(1.063, -0.345)","(6.845, -2.224)"
234,SWPAC,235,0.804672,49,4.515104,"(0.528, 0.607)","(2.962, 3.408)"
235,SWPAC,236,0.89408,96,4.515104,"(-0.093, 0.889)","(-0.472, 4.49)"
236,SWPAC,237,0.89408,221,5.096256,"(-0.675, -0.587)","(-3.846, -3.343)"
237,SWPAC,238,0.89408,349,6.884416,"(0.878, -0.171)","(6.758, -1.314)"
238,SWPAC,239,1.609344,100,5.9009279999999995,"(-0.279, 1.585)","(-1.025, 5.811)"
239,SWPAC,240,2.01168,142,11.488928,"(-1.585, 1.239)","(-9.053, 7.073)"
240,SWPAC,241,1.922272,180,9.298432,"(-1.922, 0.0)","(-9.298, 0.0)"
241,SWPAC,242,2.101088,315,9.119615999999999,"(1.486, -1.486)","(6.449, -6.449)"
242,SWPAC,243,0.983488,317,5.588,"(0.719, -0.671)","(4.087, -3.811)"
