Day,station,day,speed,direction,gust,avgvect,gustvect
263,PPAC,264,1.922272,304,9.879584000000001,"(1.075, -1.594)","(5.525, -8.191)"
264,PPAC,265,2.01168,349,11.712448,"(1.975, -0.384)","(11.497, -2.235)"
265,PPAC,266,0.804672,133,3.218688,"(-0.549, 0.588)","(-2.195, 2.354)"
266,PPAC,267,0.89408,214,1.296416,"(-0.741, -0.5)","(-1.075, -0.725)"
267,PPAC,268,0.983488,285,6.392672,"(0.255, -0.95)","(1.655, -6.175)"
268,PPAC,269,0.983488,298,4.515104,"(0.462, -0.868)","(2.12, -3.987)"
269,PPAC,270,3.978656,325,12.785344,"(3.259, -2.282)","(10.473, -7.333)"
270,PPAC,271,2.190496,12,9.119615999999999,"(2.143, 0.455)","(8.92, 1.896)"
271,PPAC,272,1.1176,81,5.096256,"(0.175, 1.104)","(0.797, 5.034)"
272,PPAC,273,1.609344,44,6.7056,"(1.158, 1.118)","(4.824, 4.658)"
273,PPAC,274,2.503424,13,9.119615999999999,"(2.439, 0.563)","(8.886, 2.051)"
274,PPAC,275,2.90576,25,9.119615999999999,"(2.634, 1.228)","(8.265, 3.854)"
275,PPAC,276,1.296416,36,5.588,"(1.049, 0.762)","(4.521, 3.285)"
276,PPAC,277,0.89408,330,5.096256,"(0.774, -0.447)","(4.413, -2.548)"
277,PPAC,278,1.1176,260,5.9009279999999995,"(-0.194, -1.101)","(-1.025, -5.811)"
278,PPAC,279,3.084576,323,11.980672,"(2.463, -1.856)","(9.568, -7.21)"
279,PPAC,280,3.308096,15,11.488928,"(3.195, 0.856)","(11.097, 2.974)"
280,PPAC,281,3.084576,269,10.416032,"(-0.054, -3.084)","(-0.182, -10.414)"
281,PPAC,282,2.503424,252,10.416032,"(-0.774, -2.381)","(-3.219, -9.906)"
282,PPAC,283,1.6987519999999998,217,9.119615999999999,"(-1.357, -1.022)","(-7.283, -5.488)"
283,PPAC,284,3.486912,184,12.2936,"(-3.478, -0.243)","(-12.264, -0.858)"
